,Selling Price,MRP,Discount,Rating,Discount_Amount,Discount_Computed_%,Gender,Color,Fit,Product_Type,Print_Type,Category
518,599,1499.0,60.0,4.3,900.0,60.0,Women,Black,Oversized,T-Shirt,Graphic,Topwear
519,599,1599.0,62.0,4.3,1000.0,62.5,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
520,599,1599.0,62.0,4.3,1000.0,62.5,Women,Unknown,Oversized,T-Shirt,Typography,Topwear
521,499,1299.0,61.0,4.3,800.0,61.6,Women,Orange,Boyfriend,T-Shirt,Graphic,Topwear
522,449,999.0,55.0,4.3,550.0,55.1,Women,Black,Boyfriend,T-Shirt,Graphic,Topwear
523,499,1299.0,61.0,4.3,800.0,61.6,Women,Orange,Boyfriend,T-Shirt,Graphic,Topwear
524,449,1099.0,59.0,4.3,650.0,59.1,Women,Red,Boyfriend,T-Shirt,Graphic,Topwear
525,649,1349.0,51.0,4.3,700.0,51.9,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
526,899,2549.0,64.0,4.5,1650.0,64.7,Women,Green,Super Loose,Joggers,Solid,Bottomwear
527,899,2699.0,66.0,4.5,1800.0,66.7,Women,Purple,Oversized,Joggers,Solid,Bottomwear
528,999,2549.0,60.0,4.5,1550.0,60.8,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
529,999,1949.0,48.0,4.5,950.0,48.7,Women,Brown,Unknown,Pants,Solid,Bottomwear
530,999,1649.0,39.0,4.5,650.0,39.4,Women,Black,Super Loose,Joggers,Solid,Bottomwear
531,999,1799.0,44.0,4.5,800.0,44.5,Women,Black,Super Loose,Joggers,Solid,Bottomwear
532,899,1599.0,43.0,4.5,700.0,43.8,Women,Black,Unknown,Pants,Solid,Bottomwear
533,1199,3099.0,61.0,4.5,1900.0,61.3,Women,Black,Unknown,Pants,Solid,Bottomwear
534,899,1799.0,50.0,4.5,900.0,50.0,Women,Unknown,Oversized,Joggers,Solid,Bottomwear
535,999,1599.0,37.0,4.5,600.0,37.5,Women,Black,Unknown,Pants,Solid,Bottomwear
536,899,1649.0,45.0,4.5,750.0,45.5,Women,Black,Oversized,Joggers,Solid,Bottomwear
537,1199,3099.0,61.0,4.5,1900.0,61.3,Women,Beige,Unknown,Pants,Solid,Bottomwear
538,599,1649.0,63.0,4.5,1050.0,63.7,Women,Green,Oversized,Joggers,Solid,Bottomwear
539,999,1599.0,37.0,4.5,600.0,37.5,Women,Black,Oversized,Joggers,Solid,Bottomwear
540,899,1749.0,48.0,4.5,850.0,48.6,Women,Grey,Oversized,Joggers,Solid,Bottomwear
541,899,1999.0,55.0,4.5,1100.0,55.0,Women,Purple,Unknown,Pants,Solid,Bottomwear
542,639,1749.0,63.0,4.5,1110.0,63.5,Women,White,Oversized,Joggers,Solid,Bottomwear
543,1199,3099.0,61.0,4.5,1900.0,61.3,Women,Maroon,Unknown,Pants,Solid,Bottomwear
544,649,1699.0,61.0,4.5,1050.0,61.8,Women,Black,Oversized,Joggers,Printed,Bottomwear
545,899,2049.0,56.0,4.5,1150.0,56.1,Women,Blue,Super Loose,Joggers,Solid,Bottomwear
546,1499,4399.0,65.0,4.4,2900.0,65.9,Women,Black,Unknown,Pants,Solid,Bottomwear
547,899,2549.0,64.0,4.4,1650.0,64.7,Women,Green,Super Loose,Joggers,Solid,Bottomwear
548,899,2699.0,66.0,4.4,1800.0,66.7,Women,Purple,Oversized,Joggers,Solid,Bottomwear
549,999,2549.0,60.0,4.4,1550.0,60.8,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
550,999,1949.0,48.0,4.4,950.0,48.7,Women,Brown,Unknown,Pants,Solid,Bottomwear
551,999,1649.0,39.0,4.4,650.0,39.4,Women,Black,Super Loose,Joggers,Solid,Bottomwear
552,999,1799.0,44.0,4.4,800.0,44.5,Women,Black,Super Loose,Joggers,Solid,Bottomwear
553,899,1599.0,43.0,4.4,700.0,43.8,Women,Black,Unknown,Pants,Solid,Bottomwear
554,899,1799.0,50.0,4.4,900.0,50.0,Women,Unknown,Oversized,Joggers,Solid,Bottomwear
555,1199,2799.0,57.0,4.4,1600.0,57.2,Women,Blue,Unknown,Jeans,Solid,Bottomwear
556,999,1599.0,37.0,4.4,600.0,37.5,Women,Black,Unknown,Pants,Solid,Bottomwear
557,649,1499.0,56.0,4.4,850.0,56.7,Women,Grey,Unknown,Pyjamas,Printed,Loungewear
558,1499,2899.0,48.0,4.4,1400.0,48.3,Women,Blue,Baggy,Jeans,Solid,Bottomwear
559,699,1149.0,39.0,4.4,450.0,39.2,Women,Brown,Unknown,Pyjamas,Solid,Loungewear
560,599,1149.0,47.0,4.4,550.0,47.9,Women,Black,Unknown,Pyjamas,Solid,Loungewear
561,599,1399.0,57.0,4.4,800.0,57.2,Women,Grey,Unknown,Pyjamas,Printed,Loungewear
562,599,1199.0,50.0,4.4,600.0,50.0,Women,Blue,Unknown,Pyjamas,Solid,Loungewear
563,1199,3099.0,61.0,4.4,1900.0,61.3,Women,Black,Unknown,Pants,Solid,Bottomwear
564,899,1649.0,45.0,4.4,750.0,45.5,Women,Black,Oversized,Joggers,Solid,Bottomwear
565,1199,3099.0,61.0,4.4,1900.0,61.3,Women,Beige,Unknown,Pants,Solid,Bottomwear
566,999,1949.0,48.0,4.4,950.0,48.7,Women,Brown,Unknown,Pants,Solid,Bottomwear
567,899,1599.0,43.0,4.4,700.0,43.8,Women,Black,Unknown,Pants,Solid,Bottomwear
568,999,1599.0,37.0,4.4,600.0,37.5,Women,Black,Unknown,Pants,Solid,Bottomwear
569,1199,3099.0,61.0,4.4,1900.0,61.3,Women,Black,Unknown,Pants,Solid,Bottomwear
570,1199,3099.0,61.0,4.4,1900.0,61.3,Women,Beige,Unknown,Pants,Solid,Bottomwear
571,899,1999.0,55.0,4.4,1100.0,55.0,Women,Purple,Unknown,Pants,Solid,Bottomwear
572,1199,3099.0,61.0,4.4,1900.0,61.3,Women,Maroon,Unknown,Pants,Solid,Bottomwear
573,999,2299.0,56.0,4.4,1300.0,56.5,Women,Brown,Unknown,Pants,Solid,Bottomwear
574,1199,3199.0,62.0,4.4,2000.0,62.5,Women,Pink,Unknown,Pants,Solid,Bottomwear
575,999,1999.0,50.0,4.4,1000.0,50.0,Women,Green,Unknown,Pants,Solid,Bottomwear
576,679,1899.0,64.0,4.4,1220.0,64.2,Women,Blue,Unknown,Pants,Solid,Bottomwear
577,1199,3199.0,62.0,4.4,2000.0,62.5,Women,Green,Unknown,Pants,Solid,Bottomwear
578,1199,3199.0,62.0,4.4,2000.0,62.5,Women,Brown,Unknown,Pants,Solid,Bottomwear
579,899,2199.0,59.0,4.4,1300.0,59.1,Women,Brown,Unknown,Pants,Solid,Bottomwear
580,999,2899.0,65.0,4.4,1900.0,65.5,Women,Brown,Unknown,Pants,Solid,Bottomwear
581,849,2299.0,63.0,4.4,1450.0,63.1,Women,Green,Unknown,Pants,Solid,Bottomwear
582,1199,2599.0,53.0,4.4,1400.0,53.9,Women,Black,Super Loose,Pants,Typography,Bottomwear
583,799,2599.0,69.0,4.4,1800.0,69.3,Women,Black,Unknown,Pants,Solid,Bottomwear
584,669,2199.0,69.0,4.4,1530.0,69.6,Women,Green,Unknown,Pants,Solid,Bottomwear
585,799,2199.0,63.0,4.4,1400.0,63.7,Women,Green,Unknown,Pants,Solid,Bottomwear
586,1499,4399.0,65.0,4.4,2900.0,65.9,Women,Black,Unknown,Pants,Solid,Bottomwear
587,999,1599.0,37.0,4.4,600.0,37.5,Women,Black,Unknown,Pants,Solid,Bottomwear
588,1299,2599.0,50.0,4.4,1300.0,50.0,Women,Beige,Unknown,Pants,Solid,Bottomwear
589,999,2299.0,56.0,4.4,1300.0,56.5,Women,Brown,Unknown,Pants,Solid,Bottomwear
590,859,3899.0,77.0,4.4,3040.0,78.0,Women,Black,Oversized,Pants,Solid,Bottomwear
591,1299,2599.0,50.0,4.4,1300.0,50.0,Women,Black,Unknown,Pants,Solid,Bottomwear
592,1299,2499.0,48.0,4.4,1200.0,48.0,Women,Black,Oversized,Pants,Solid,Bottomwear
593,1199,2399.0,50.0,4.4,1200.0,50.0,Women,Black,Oversized,Pants,Solid,Bottomwear
594,829,2399.0,65.0,4.4,1570.0,65.4,Women,Green,Oversized,Pants,Solid,Bottomwear
595,1299,2699.0,51.0,4.4,1400.0,51.9,Women,Black,Unknown,Pants,Solid,Bottomwear
596,749,3899.0,80.0,4.4,3150.0,80.8,Women,Green,Oversized,Pants,Solid,Bottomwear
597,719,2299.0,68.0,4.4,1580.0,68.7,Women,White,Oversized,Pants,Solid,Bottomwear
598,809,2899.0,72.0,4.4,2090.0,72.1,Women,Black,Oversized,Pants,Solid,Bottomwear
599,1199,2399.0,50.0,4.4,1200.0,50.0,Women,Blue,Oversized,Pants,Solid,Bottomwear
600,749,2699.0,72.0,4.4,1950.0,72.2,Women,Pink,Unknown,Pants,Solid,Bottomwear
601,899,2699.0,66.0,4.4,1800.0,66.7,Women,Brown,Unknown,Pants,Solid,Bottomwear
602,719,2699.0,73.0,4.4,1980.0,73.4,Women,Blue,Unknown,Pants,Solid,Bottomwear
603,999,2549.0,60.0,4.4,1550.0,60.8,Women,Black,Oversized,Pants,Solid,Bottomwear
604,899,2699.0,66.0,4.4,1800.0,66.7,Women,Blue,Unknown,Pants,Solid,Bottomwear
605,999,1649.0,39.0,4.5,650.0,39.4,Women,Black,Super Loose,Joggers,Solid,Bottomwear
606,999,1599.0,37.0,4.5,600.0,37.5,Women,Black,Oversized,Joggers,Solid,Bottomwear
607,899,1999.0,55.0,4.5,1100.0,55.0,Women,Purple,Unknown,Pants,Solid,Bottomwear
608,1299,1949.0,33.0,4.5,650.0,33.4,Women,Grey,Super Loose,Joggers,Solid,Bottomwear
609,999,1999.0,50.0,4.5,1000.0,50.0,Women,Green,Unknown,Pants,Solid,Bottomwear
610,999,2899.0,65.0,4.5,1900.0,65.5,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
611,999,2899.0,65.0,4.5,1900.0,65.5,Women,Black,Super Loose,Joggers,Solid,Bottomwear
612,999,1649.0,39.0,4.5,650.0,39.4,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
613,699,3399.0,79.0,4.5,2700.0,79.4,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
614,679,2899.0,76.0,4.5,2220.0,76.6,Women,Green,Super Loose,Joggers,Solid,Bottomwear
615,709,1599.0,55.0,4.5,890.0,55.7,Women,Green,Oversized,Joggers,Solid,Bottomwear
616,899,1599.0,43.0,4.5,700.0,43.8,Women,Beige,Unknown,Joggers,Solid,Bottomwear
617,729,2049.0,64.0,4.5,1320.0,64.4,Women,Green,Oversized,Joggers,Solid,Bottomwear
618,599,1599.0,62.0,4.5,1000.0,62.5,Women,Blue,Oversized,Joggers,Solid,Bottomwear
619,749,2049.0,63.0,4.5,1300.0,63.4,Women,Blue,Oversized,Joggers,Solid,Bottomwear
620,1299,2799.0,53.0,4.5,1500.0,53.6,Women,Brown,Super Loose,Joggers,Graphic,Bottomwear
621,999,1949.0,48.0,4.5,950.0,48.7,Women,Black,Super Loose,Joggers,Solid,Bottomwear
622,999,1949.0,48.0,4.5,950.0,48.7,Women,Brown,Super Loose,Joggers,Solid,Bottomwear
623,699,2049.0,65.0,4.5,1350.0,65.9,Women,Pink,Super Loose,Joggers,Solid,Bottomwear
624,899,2049.0,56.0,4.5,1150.0,56.1,Women,Beige,Oversized,Joggers,Solid,Bottomwear
625,1009,1949.0,48.0,4.5,940.0,48.2,Women,Black,Unknown,Hoodie,Solid,Outerwear
626,829,2999.0,72.0,4.5,2170.0,72.4,Women,Black,Oversized,Hoodie,Solid,Outerwear
627,1059,3499.0,69.0,4.5,2440.0,69.7,Women,Black,Oversized,Hoodie,Graphic,Outerwear
628,1159,3199.0,63.0,4.5,2040.0,63.8,Women,Brown,Oversized,Hoodie,Solid,Outerwear
629,919,3399.0,72.0,4.5,2480.0,73.0,Women,Black,Oversized,Hoodie,Graphic,Outerwear
630,1169,4099.0,71.0,4.5,2930.0,71.5,Women,Green,Oversized,Hoodie,Typography,Outerwear
631,799,2999.0,73.0,4.5,2200.0,73.4,Women,Yellow,Oversized,Hoodie,Solid,Outerwear
632,1049,3499.0,70.0,4.5,2450.0,70.0,Women,Black,Oversized,Hoodie,Graphic,Outerwear
633,1099,3599.0,69.0,4.5,2500.0,69.5,Women,Black,Oversized,Hoodie,Graphic,Outerwear
634,1099,3899.0,71.0,4.5,2800.0,71.8,Women,Purple,Oversized,Hoodie,Solid,Outerwear
635,929,3499.0,73.0,4.5,2570.0,73.4,Women,Beige,Oversized,Hoodie,Solid,Outerwear
636,1039,1649.0,36.0,4.5,610.0,37.0,Women,Pink,Oversized,Hoodie,Solid,Outerwear
637,889,2999.0,70.0,4.5,2110.0,70.4,Women,White,Oversized,Hoodie,Solid,Outerwear
638,1049,3499.0,70.0,4.5,2450.0,70.0,Women,Black,Oversized,Hoodie,Graphic,Outerwear
639,919,2999.0,69.0,4.5,2080.0,69.4,Women,Red,Oversized,Hoodie,Solid,Outerwear
640,909,1649.0,44.0,4.5,740.0,44.9,Women,Black,Oversized,Hoodie,Solid,Outerwear
641,879,2999.0,70.0,4.5,2120.0,70.7,Women,Purple,Oversized,Hoodie,Solid,Outerwear
642,1149,3999.0,71.0,4.5,2850.0,71.3,Women,Green,Oversized,Hoodie,Printed,Outerwear
643,1109,1499.0,26.0,4.5,390.0,26.0,Women,Black,Oversized,Hoodie,Graphic,Outerwear
644,949,3999.0,76.0,4.5,3050.0,76.3,Women,Black,Oversized,Hoodie,Printed,Outerwear
645,1499,2899.0,48.0,4.4,1400.0,48.3,Women,Blue,Baggy,Jeans,Solid,Bottomwear
646,1499,2899.0,48.0,4.4,1400.0,48.3,Women,Blue,Baggy,Jeans,Solid,Bottomwear
647,1299,3499.0,62.0,4.4,2200.0,62.9,Women,Blue,Unknown,Jeans,Solid,Bottomwear
648,1199,2799.0,57.0,4.4,1600.0,57.2,Women,Blue,Unknown,Jeans,Solid,Bottomwear
649,1199,2999.0,60.0,4.4,1800.0,60.0,Women,Black,Unknown,Jeans,Solid,Bottomwear
650,1199,1299.0,7.0,4.4,100.0,7.7,Women,Blue,Unknown,Jeans,Solid,Bottomwear
651,899,3299.0,72.0,4.4,2400.0,72.7,Women,Black,Unknown,Jeans,Solid,Bottomwear
652,1499,3599.0,58.0,4.4,2100.0,58.3,Women,Black,Unknown,Jeans,Solid,Bottomwear
653,1299,3599.0,63.0,4.4,2300.0,63.9,Women,Black,Unknown,Jeans,Solid,Bottomwear
654,1199,3999.0,70.0,4.4,2800.0,70.0,Women,Blue,Unknown,Jeans,Solid,Bottomwear
655,1499,2899.0,48.0,4.4,1400.0,48.3,Women,Black,Baggy,Jeans,Solid,Bottomwear
657,1499,3599.0,58.0,4.4,2100.0,58.3,Women,Black,Unknown,Jeans,Solid,Bottomwear
658,1499,2899.0,48.0,4.4,1400.0,48.3,Women,Blue,Unknown,Jeans,Solid,Bottomwear
659,1299,3599.0,63.0,4.4,2300.0,63.9,Women,Blue,Unknown,Jeans,Solid,Bottomwear
660,1199,2999.0,60.0,4.4,1800.0,60.0,Women,Blue,Unknown,Jeans,Solid,Bottomwear
661,1899,3399.0,44.0,4.4,1500.0,44.1,Women,Black,Unknown,Jeans,Solid,Bottomwear
662,1499,3799.0,60.0,4.4,2300.0,60.5,Women,Blue,Baggy,Jeans,Solid,Bottomwear
663,1299,2999.0,56.0,4.4,1700.0,56.7,Women,Blue,Baggy,Jeans,Solid,Bottomwear
664,399,699.0,42.0,4.3,300.0,42.9,Women,Orange,Boyfriend,T-Shirt,Solid,Topwear
665,399,999.0,60.0,4.3,600.0,60.1,Women,White,Boyfriend,T-Shirt,Solid,Topwear
666,449,1399.0,67.0,4.3,950.0,67.9,Women,Brown,Boyfriend,T-Shirt,Graphic,Topwear
667,599,1149.0,47.0,4.3,550.0,47.9,Women,White,Oversized,T-Shirt,Printed,Topwear
668,599,999.0,40.0,4.3,400.0,40.0,Women,Black,Oversized,T-Shirt,Printed,Topwear
669,599,1399.0,57.0,4.3,800.0,57.2,Women,Green,Oversized,T-Shirt,Graphic,Topwear
670,499,1099.0,54.0,4.3,600.0,54.6,Women,Red,Boyfriend,T-Shirt,Graphic,Topwear
671,449,1099.0,59.0,4.3,650.0,59.1,Women,White,Boyfriend,T-Shirt,Typography,Topwear
672,399,1299.0,69.0,4.3,900.0,69.3,Women,Red,Boyfriend,T-Shirt,Solid,Topwear
673,399,999.0,60.0,4.3,600.0,60.1,Women,Black,Boyfriend,T-Shirt,Solid,Topwear
674,599,1499.0,60.0,4.3,900.0,60.0,Women,Orange,Oversized,T-Shirt,Graphic,Topwear
675,699,1499.0,53.0,4.3,800.0,53.4,Women,Pink,Oversized,T-Shirt,Graphic,Topwear
676,599,1499.0,60.0,4.3,900.0,60.0,Women,Black,Oversized,T-Shirt,Graphic,Topwear
677,599,1599.0,62.0,4.3,1000.0,62.5,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
678,599,1599.0,62.0,4.3,1000.0,62.5,Women,Unknown,Oversized,T-Shirt,Typography,Topwear
679,499,1299.0,61.0,4.3,800.0,61.6,Women,Orange,Boyfriend,T-Shirt,Graphic,Topwear
680,449,999.0,55.0,4.3,550.0,55.1,Women,Black,Boyfriend,T-Shirt,Graphic,Topwear
681,499,1299.0,61.0,4.3,800.0,61.6,Women,Orange,Boyfriend,T-Shirt,Graphic,Topwear
682,449,1099.0,59.0,4.3,650.0,59.1,Women,Red,Boyfriend,T-Shirt,Graphic,Topwear
683,649,1349.0,51.0,4.3,700.0,51.9,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
684,1499,2799.0,46.0,4.4,1300.0,46.4,Women,Pink,Oversized,Shirt,Printed,Topwear
685,1199,2699.0,55.0,4.4,1500.0,55.6,Women,White,Oversized,Shirt,Printed,Topwear
686,499,1899.0,73.0,4.4,1400.0,73.7,Women,Black,Oversized,Shirt,Solid,Topwear
687,999,2199.0,54.0,4.4,1200.0,54.6,Women,Unknown,Oversized,Shirt,Printed,Topwear
688,1199,2599.0,53.0,4.4,1400.0,53.9,Women,Beige,Oversized,Shirt,Graphic,Topwear
689,1499,2799.0,46.0,4.4,1300.0,46.4,Women,Blue,Oversized,Shirt,Printed,Topwear
690,799,1799.0,55.0,4.4,1000.0,55.6,Women,Orange,Oversized,Shirt,Solid,Topwear
691,499,1699.0,70.0,4.4,1200.0,70.6,Women,Blue,Oversized,Shirt,Solid,Topwear
692,569,1599.0,64.0,4.4,1030.0,64.4,Women,Green,Oversized,Shirt,Printed,Topwear
693,719,1599.0,55.0,4.4,880.0,55.0,Women,Black,Oversized,Shirt,Solid,Topwear
694,549,1799.0,69.0,4.4,1250.0,69.5,Women,Green,Unknown,Shirt,Solid,Topwear
695,699,1499.0,53.0,4.4,800.0,53.4,Women,Black,Oversized,Shirt,Solid,Topwear
696,709,1599.0,55.0,4.4,890.0,55.7,Women,White,Oversized,Shirt,Typography,Topwear
697,449,1799.0,75.0,4.4,1350.0,75.0,Women,Black,Unknown,Shirt,Solid,Topwear
698,499,1699.0,70.0,4.4,1200.0,70.6,Women,Unknown,Oversized,Shirt,Printed,Topwear
699,499,1699.0,70.0,4.4,1200.0,70.6,Women,White,Oversized,Shirt,Printed,Topwear
700,499,1699.0,70.0,4.4,1200.0,70.6,Women,Black,Oversized,Shirt,Solid,Topwear
701,499,1699.0,70.0,4.4,1200.0,70.6,Women,Green,Oversized,Shirt,Solid,Topwear
702,399,1399.0,71.0,4.4,1000.0,71.5,Women,Black,Oversized,Shirt,Solid,Topwear
703,1089,3099.0,64.0,4.6,2010.0,64.9,Women,Beige,Unknown,Sweatshirt,Solid,Outerwear
704,1299,3099.0,58.0,4.6,1800.0,58.1,Women,Black,Unknown,Sweatshirt,Solid,Outerwear
705,869,2399.0,63.0,4.6,1530.0,63.8,Women,Pink,Oversized,Sweatshirt,Solid,Outerwear
706,809,2699.0,70.0,4.6,1890.0,70.0,Women,Red,Oversized,Sweatshirt,Solid,Outerwear
707,1089,3099.0,64.0,4.6,2010.0,64.9,Women,Green,Unknown,Sweatshirt,Solid,Outerwear
708,1089,3099.0,64.0,4.6,2010.0,64.9,Women,Maroon,Unknown,Sweatshirt,Solid,Outerwear
709,1279,4299.0,70.0,4.6,3020.0,70.2,Women,Green,Oversized,Sweatshirt,Graphic,Outerwear
710,799,2399.0,66.0,4.6,1600.0,66.7,Women,Black,Oversized,Sweatshirt,Solid,Outerwear
711,1019,3599.0,71.0,4.6,2580.0,71.7,Women,Black,Oversized,Sweatshirt,Typography,Outerwear
712,1779,3099.0,42.0,4.6,1320.0,42.6,Women,Unknown,Oversized,Sweatshirt,Printed,Outerwear
713,969,3299.0,70.0,4.6,2330.0,70.6,Women,Brown,Oversized,Sweatshirt,Solid,Outerwear
714,929,3599.0,74.0,4.6,2670.0,74.2,Women,Beige,Oversized,Sweatshirt,Graphic,Outerwear
715,829,2599.0,68.0,4.6,1770.0,68.1,Women,Green,Unknown,Sweatshirt,Graphic,Outerwear
716,969,2699.0,64.0,4.6,1730.0,64.1,Women,Beige,Oversized,Sweatshirt,Graphic,Outerwear
717,799,3399.0,76.0,4.6,2600.0,76.5,Women,Black,Oversized,Sweatshirt,Printed,Outerwear
718,1019,3799.0,73.0,4.6,2780.0,73.2,Women,Green,Oversized,Sweatshirt,Solid,Outerwear
719,859,2799.0,69.0,4.6,1940.0,69.3,Women,Unknown,Oversized,Sweatshirt,Solid,Outerwear
720,879,2649.0,66.0,4.6,1770.0,66.8,Women,White,Oversized,Sweatshirt,Solid,Outerwear
721,1009,3149.0,67.0,4.6,2140.0,68.0,Women,White,Oversized,Sweatshirt,Solid,Outerwear
722,869,2399.0,63.0,4.6,1530.0,63.8,Women,Green,Oversized,Sweatshirt,Solid,Outerwear
723,1219,4499.0,72.0,4.5,3280.0,72.9,Women,Black,Super Loose,Jacket,Solid,Outerwear
724,1799,5299.0,66.0,4.5,3500.0,66.1,Women,Black,Unknown,Jacket,Typography,Outerwear
725,1269,3999.0,68.0,4.5,2730.0,68.3,Women,Black,Oversized,Jacket,Printed,Outerwear
726,1409,5299.0,73.0,4.5,3890.0,73.4,Women,Blue,Oversized,Jacket,Solid,Outerwear
727,849,3099.0,72.0,4.5,2250.0,72.6,Women,Beige,Oversized,Jacket,Solid,Outerwear
728,1109,2499.0,55.0,4.5,1390.0,55.6,Women,Brown,Super Loose,Jacket,Typography,Outerwear
729,999,3199.0,68.0,4.5,2200.0,68.8,Women,White,Oversized,Jacket,Solid,Outerwear
730,929,2899.0,67.0,4.5,1970.0,68.0,Women,Purple,Oversized,Jacket,Solid,Outerwear
731,1499,4099.0,63.0,4.5,2600.0,63.4,Women,Black,Oversized,Jacket,Printed,Outerwear
732,799,1199.0,33.0,4.5,400.0,33.4,Women,White,Unknown,Jacket,Solid,Outerwear
733,1319,4799.0,72.0,4.5,3480.0,72.5,Women,White,Oversized,Jacket,Solid,Outerwear
734,899,3249.0,72.0,4.5,2350.0,72.3,Women,Black,Oversized,Jacket,Solid,Outerwear
735,989,3599.0,72.0,4.5,2610.0,72.5,Women,Blue,Oversized,Jacket,Solid,Outerwear
736,854,3249.0,73.0,4.5,2395.0,73.7,Women,Green,Oversized,Jacket,Solid,Outerwear
737,764,2499.0,69.0,4.5,1735.0,69.4,Women,Green,Oversized,Jacket,Solid,Outerwear
738,809,3799.0,78.0,4.5,2990.0,78.7,Women,Unknown,Oversized,Jacket,Solid,Outerwear
739,1319,2499.0,47.0,4.5,1180.0,47.2,Women,White,Super Loose,Jacket,Typography,Outerwear
740,929,2899.0,67.0,4.5,1970.0,68.0,Women,White,Oversized,Jacket,Solid,Outerwear
741,1139,4699.0,75.0,4.5,3560.0,75.8,Women,Black,Oversized,Jacket,Solid,Outerwear
742,917,2499.0,63.0,4.5,1582.0,63.3,Women,White,Oversized,Jacket,Graphic,Outerwear
743,869,3199.0,72.0,4.5,2330.0,72.8,Women,Black,Oversized,Sweater,Solid,Outerwear
744,949,3199.0,70.0,4.5,2250.0,70.3,Women,Black,Oversized,Sweater,Solid,Outerwear
745,739,2299.0,67.0,4.5,1560.0,67.9,Women,White,Oversized,Sweater,Solid,Outerwear
746,1089,3999.0,72.0,4.5,2910.0,72.8,Women,Black,Oversized,Sweater,Solid,Outerwear
747,709,1899.0,62.0,4.5,1190.0,62.7,Women,Black,Oversized,Sweater,Solid,Outerwear
748,739,2299.0,67.0,4.5,1560.0,67.9,Women,White,Oversized,Sweater,Solid,Outerwear
749,649,1899.0,65.0,4.5,1250.0,65.8,Women,Black,Oversized,Sweater,Solid,Outerwear
750,589,1899.0,68.0,4.5,1310.0,69.0,Women,Unknown,Oversized,Sweater,Solid,Outerwear
751,709,2499.0,71.0,4.5,1790.0,71.6,Women,Blue,Slim Fit,Sweater,Solid,Outerwear
752,869,2799.0,68.0,4.5,1930.0,69.0,Women,White,Oversized,Sweater,Typography,Outerwear
753,909,2749.0,66.0,4.5,1840.0,66.9,Women,Black,Oversized,Sweater,Printed,Outerwear
754,849,3099.0,72.0,4.5,2250.0,72.6,Women,Black,Oversized,Sweater,Solid,Outerwear
755,649,2499.0,74.0,4.5,1850.0,74.0,Women,Black,Oversized,Sweater,Solid,Outerwear
756,849,2599.0,67.0,4.5,1750.0,67.3,Women,Black,Oversized,Sweater,Solid,Outerwear
757,650,2199.0,70.0,4.5,1549.0,70.4,Women,Pink,Oversized,Sweater,Solid,Outerwear
758,889,2299.0,61.0,4.5,1410.0,61.3,Women,Pink,Super Loose,Sweater,Typography,Outerwear
759,1099,3299.0,66.0,4.5,2200.0,66.7,Women,Black,Oversized,Sweater,Solid,Outerwear
760,959,3099.0,69.0,4.5,2140.0,69.1,Women,Red,Oversized,Sweater,Printed,Outerwear
761,839,3099.0,72.0,4.5,2260.0,72.9,Women,Pink,Oversized,Sweater,Printed,Outerwear
762,476,1899.0,74.0,4.5,1423.0,74.9,Women,Unknown,Oversized,Sweater,Solid,Outerwear
763,549,1249.0,56.0,4.5,700.0,56.0,Women,White,Unknown,T-Shirt,Solid,Topwear
764,409,1249.0,67.0,4.5,840.0,67.3,Women,Blue,Unknown,T-Shirt,Solid,Topwear
765,409,1499.0,72.0,4.5,1090.0,72.7,Women,Black,Oversized,T-Shirt,Solid,Topwear
766,599,1149.0,47.0,4.6,550.0,47.9,Women,White,Oversized,T-Shirt,Printed,Topwear
767,599,999.0,40.0,4.6,400.0,40.0,Women,Black,Oversized,T-Shirt,Printed,Topwear
768,599,1399.0,57.0,4.6,800.0,57.2,Women,Green,Oversized,T-Shirt,Graphic,Topwear
769,699,1499.0,53.0,4.6,800.0,53.4,Women,Pink,Oversized,T-Shirt,Graphic,Topwear
770,599,1499.0,60.0,4.6,900.0,60.0,Women,Black,Oversized,T-Shirt,Graphic,Topwear
771,599,1599.0,62.0,4.6,1000.0,62.5,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
772,599,1599.0,62.0,4.6,1000.0,62.5,Women,Unknown,Oversized,T-Shirt,Typography,Topwear
773,649,1349.0,51.0,4.6,700.0,51.9,Women,Blue,Oversized,T-Shirt,Graphic,Topwear
774,599,999.0,40.0,4.6,400.0,40.0,Women,Blue,Oversized,T-Shirt,Solid,Topwear
775,539,1699.0,68.0,4.6,1160.0,68.3,Women,Orange,Oversized,T-Shirt,Graphic,Topwear
776,599,899.0,33.0,4.6,300.0,33.4,Women,Purple,Oversized,T-Shirt,Solid,Topwear
777,699,1199.0,41.0,4.6,500.0,41.7,Women,Black,Oversized,T-Shirt,Printed,Topwear
778,599,1299.0,53.0,4.6,700.0,53.9,Women,Brown,Oversized,T-Shirt,Graphic,Topwear
